Agreement_id,Jorunal_date,dept_nbr,Journal_store,transacion_id,Vendor_id,Journal_amount,Journal_credit_account,Journal_debit_account,posting_response_code,posting_timestamp,last_changed_iser_id
1001,2026-08-26,21,108,5d2328f366e1412fa193,501,3546.6,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,21,105,61f00092de43431e8cf9,501,4106.94,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,14,116,1d02717385e647f18e07,501,1881.75,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,22,118,46e288db187742578a1d,501,2118.41,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,25,114,72eb213a0b4b44a09c53,501,13.41,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,26,102,6a85193bd90542eea0c3,501,758.27,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,24,112,8a1a8f1fc2c44c9dac78,501,8257.83,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,24,113,f4eafbfe04dc48fcb889,501,4031.27,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,25,106,e9e3ca64dd214f94a747,501,478.96,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,12,104,ddd9bf3390f34047982d,501,2803.96,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,27,104,9c3ef59a9cee47d1a2b5,501,904.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,22,109,61e4ebbd0e6b46ab8058,501,1563.91,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,17,115,cd12f62b55254dcabbf6,501,1299.64,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,11,109,e4fd45fcf46b4057af54,501,30.2,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,18,104,0c03e5a578c9453c9940,501,180.17,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,13,120,b3b467111bfc43e298af,501,2503.68,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,11,109,52b4319763df448e9037,501,3111.68,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,19,113,ded181ab46d94be9ad70,501,1871.17,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,15,110,ac11e5ddddfc4515b104,501,6249.86,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,14,120,09a29d17aaea4865afda,501,7183.45,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,20,103,757db11d05eb4d13a6b8,501,2224.12,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,18,105,d7de5c08cab745d2a41d,501,7989.73,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,18,118,77a58fe2c25f4e6f9df6,501,137.05,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,29,110,2387764d75d940d496ab,501,800.36,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,10,118,ef0497cb98854d218a72,501,793.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,22,112,33a61726b1714e77bfa4,501,2414.56,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,18,105,1896a095aeeb4079b091,501,4089.38,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,18,102,3c2cb9e283ba4d05a2b1,501,1017.47,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,12,110,bc8271f1c5674f82bfb0,501,1621.87,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,20,103,c925337ace55473db4d6,501,5475.69,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,10,102,af89385052be4461990c,501,2750.37,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,15,108,b8f688b572a246e0b60b,501,3683.11,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,12,103,d74e1165b77c4ab790f2,501,504.24,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,22,108,7eb9fd1d6f4a4aa595a3,501,1443.8,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,19,114,7ed71bc0713f488786e9,501,3172.7,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,19,106,06c4fbabd6d04900bd68,501,19.67,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,23,120,0d3d0416d2fc4882a1d7,501,5506.99,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,10,105,72c3ccdeb03f4261a1b4,501,1339.07,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,11,113,3e7e3315bb1e4eca9bde,501,4763.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,29,113,0a6413119ddd4f30a5b5,501,2103.94,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,13,112,3fd07fc56c344dcb9727,501,10366.25,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,28,108,b960a77acf7c492fb82a,501,3273.04,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,29,120,0ea2755bc6e847abb9e4,501,5186.9,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,15,115,bc57621009284f66a906,501,2023.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,24,112,634cb311598e4fafbe69,501,8484.98,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,22,110,265273dd4c69496b8d6e,501,17.96,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,14,116,9a65da6a93c8444291d9,501,7431.08,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,19,116,5e804e0cdfbb44868ce3,501,440.15,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,23,118,f1384628a2aa40fa814b,501,1320.56,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,20,102,8e7e0d0ee1204741bd9c,501,540.66,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,29,120,dc11d9d88f154918971d,501,862.61,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,26,109,856019a3660b4101a6cf,501,1131.46,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,21,109,cce818f624334789ba5d,501,721.04,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,11,118,725ef729bd07459fb3e0,501,6339.69,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,20,108,7a732fa050f04b159b4c,501,2397.93,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,13,110,67caa923b7fc4a0f90e3,501,9877.06,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,23,120,8954074ee45a4595b720,501,6527.17,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,23,102,56edc52dd2594aa09fb5,501,6663.26,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,23,115,32a1833044ea4cc4a75c,501,2398.45,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,13,103,f37bb7cf74d54d1080b9,501,10782.82,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,21,103,1b6a8f05d3684dd88eb1,501,508.54,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,22,107,8386d611058c407397c0,501,1993.25,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,10,120,85b406679d734f2786c4,501,1175.17,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,27,101,517d7290f85d40208baf,501,541.77,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,16,120,347b2bf2ca894f8da347,501,658.03,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,28,117,78b560739d8d4edfbd14,501,1553.9,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,24,109,25ee87ea318840be9a39,501,1920.69,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,22,108,0824f5ae6c5a4f2a80db,501,467.62,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,29,112,ff01bd54e39147ff90b4,501,607.04,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,27,108,96eee8fca00a4cc2b65a,501,797.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,15,117,69683d1e7e4c44a3abfa,501,3854.89,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,21,115,90aea61f38864ea09c93,501,4065.98,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,15,105,4884b1f7808e4288b165,501,2380.62,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,11,110,1124c8dd6e7e4c229988,501,5635.88,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,28,117,137a4a9ed6314fcd8c93,501,1954.12,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,19,109,cf61d0d8bc094267bb6d,501,2239.92,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,15,105,d174b96d8a8b4ab08560,501,4329.1,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,12,114,3014e6249614451ebb37,501,4027.31,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,12,102,9dcdc82081674c12831e,501,427.86,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,11,109,5b4553e6d0f14fbcb3ca,501,3887.18,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,26,113,199b0ebb2b564923bcd8,501,2587.96,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,24,113,d27e416ca9184ec78357,501,2121.94,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,11,110,a576dfea5fa64754b174,501,1729.18,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,22,112,f90f88b61433425b84b2,501,1318.82,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,11,107,7cbfeabd4de44ea98b9c,501,60.03,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,18,107,7aa983ac44f84543808f,501,2709.97,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,15,115,1724307694fc48fa9a53,501,628.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,14,102,79f5e0c94404407787b2,501,1067.93,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,23,117,6420d8f2d9c7403baf67,501,384.49,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,10,105,f34a06b8157548c496c9,501,9694.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,14,115,7a1709b1a2644b759bb2,501,5563.56,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,24,114,a07dccb0c67b4f6aae91,501,4094.7,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,20,108,bbfda3f4688549e782de,501,2039.86,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,21,109,5296df3e5bc44e4fb095,501,2796.03,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,25,119,c953ac8808a1480c8e57,501,7341.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,22,102,7a6365eae35b4073ac68,501,8144.64,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,23,119,5153a3d2bc6e4b3bb844,501,663.84,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,20,103,b6e77b9393f24c549407,501,5052.77,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,17,112,9f9afd1bb49d4e1fb8cc,501,2633.05,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,20,117,25dc65aa2b334286ba86,501,2682.33,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,26,101,b5e23baaf9e542ceb4d3,501,130.61,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,25,107,3a6595d01c9a46318b27,501,5758.88,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,11,102,cd87e624393240d5949f,501,10054.58,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,25,120,3af3101eb7e341dcb904,501,944.4,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,11,103,7f7c312857f442ffbc9d,501,586.25,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,19,114,697eeee63ed14aa5a1be,501,6203.66,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,15,105,dd8ef6630244443091f7,501,3078.22,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,17,107,9c5f9f5a87af4e838765,501,2883.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,13,103,1b97755e2ea34df1baa6,501,3082.66,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,27,104,12b9311324b64b05b3a6,501,2835.09,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,16,112,515fd3b25ef142bab750,501,632.39,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,21,120,26faf233e5f44857a9fc,501,236.82,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,27,107,1946388897444ee4acdf,501,522.38,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,22,107,c9ee06b69b9049e88c90,501,1316.43,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,20,107,785593ecd8854f86afe2,501,8027.82,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,14,110,62f89e1f01c24a8bb027,501,1404.28,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,10,113,114505f78ac643068b47,501,2521.32,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,20,118,e50c990824a146b4859d,501,5163.75,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,24,103,50c9cc160e614f2ea0f7,501,3317.1,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,28,101,d9a2407992e14e0c8e7e,501,1183.41,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,22,104,c87a238d93124a17a254,501,5409.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,10,113,4bf9e8fdc5224c44b51e,501,2918.61,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,27,111,979f82f42593457b822c,501,1593.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,23,117,fecaec76b31c4c48bd30,501,1351.31,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,15,107,9c486930c9cf42e3b3a4,501,688.46,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,15,106,05829e322f924a78996c,501,117.99,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,21,120,b8cecb4484cf4dfb8bd2,501,5923.7,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,17,110,750dc418ccac45a6ab6e,501,1870.75,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,24,105,0286f1e05a1546918f9b,501,2664.45,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,22,101,53f283565de9420493fc,501,4011.94,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,22,110,37b416b6b8f4436da912,501,4595.78,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,25,120,7cec2fba53df4a62b126,501,1010.13,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,15,120,4cc32685e7744e11b353,501,6206.72,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,24,111,8f8430c759e84c51b556,501,214.6,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,18,108,46e6e42b798e4d3eb503,501,804.3,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,17,104,7ff05c5b713e4adead6d,501,8595.01,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,16,117,1f7e096ad7604f44b9ee,501,5449.99,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,22,116,be9e93747a8047dabd82,501,7037.75,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,10,110,2690635626a74811900d,501,1734.83,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,13,110,3ba1884fda284dd5a1f1,501,3286.28,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,29,116,706a3c2ddb2943c7b627,501,392.79,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,19,102,056ebdc2ede54daf8233,501,2292.28,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,29,102,1ef59064c13d4ddd943c,501,9972.05,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,18,104,293c51f6edcc4fc69d32,501,657.33,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,10,118,8c11b9e025e945358eda,501,551.67,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,29,113,497416f68c1645c7a43a,501,71.5,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,22,103,c47c640db0c14e8c9d90,501,2683.65,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,24,103,59c3e8fb08184697b19f,501,947.88,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,22,107,347f94e1e5a944eb8d4b,501,929.28,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,23,110,822bb5fbb26445e297d3,501,9136.09,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,24,115,d0507b07c7444c5880bd,501,2963.65,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-27,23,119,bdca189b9a824e7488cb,501,556.27,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-28,22,115,1e709bf3d83c45b381fe,501,1307.12,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-29,16,117,551b2d313e9f4d04ab05,501,675.8,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-30,23,109,8fe5844250da45c09470,501,344.07,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-31,13,103,09b9c1db1d6046ffa50c,501,1093.06,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-01,15,117,c1b9ac8dd4a548a9b81a,501,137.12,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-02,19,101,a6d4510b660d4a58bf2b,501,1655.9,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-03,28,112,cc30a1b7da3641dfbf14,501,2384.76,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-04,21,111,8a27859fd8f14498a380,501,425.46,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-05,21,115,bd44b6f224264b65a9c6,501,4213.15,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-06,23,106,597f46d4249943a5add3,501,3064.28,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-07,11,102,0f1324e4f5ef48009744,501,664.63,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-08,28,117,e53528044faa4115870f,501,4063.71,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-09-09,20,117,a90086da69fd4dcda36a,501,111.12,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-11,21,120,e31d9079207148e7b3bd,501,495.18,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-12,28,103,635434c5dbec40ab8ba4,501,1903.02,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-13,28,115,f60c9f80cf6f44299022,501,711.47,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-14,23,119,24972df1e7cd4147809a,501,129.33,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-15,25,115,0d6a226904bb4518828f,501,5249.39,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-16,11,104,f9f611d3952349608ca8,501,3574.33,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-17,15,105,06284e6f9dae41138441,501,828.16,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-18,17,110,e661c3174e83440b95c3,501,1115.69,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-19,11,112,ca66f13792874d549aae,501,3213.62,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-20,20,116,ebd4c1e4f9a34e2b832a,501,1168.03,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-21,12,105,9b63f75c2dcb454d800c,501,1616.78,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-22,16,119,7c9483d30f574ff5aa0e,501,732.67,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-23,29,106,11cd4d8d59d048b8a04d,501,6723.56,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-24,17,106,f6194469aaf8494c99de,501,1133.91,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-25,10,101,c481ce0ee4bb44699904,501,235.77,,,0,2026-09-12 23:05:03,MOCKLOAD
1001,2026-08-26,27,103,88949ebbcd2f4de2a844,501,8914.6,,,0,2026-09-12 23:05:03,MOCKLOAD
