Agreement_id,Vendor_id,purchase_order_id,sales_date,item_nbr,store_nbr,process_date,seq_nbr,item_cost,Agreement_allowance_type,dept_nbr,quantity,canculated_amt,allowance_amount,bill_nbr,Bill_date,Store_Alloc_ind,Store_Alloc_date,Last_change_user_id,Last_change_timestamp
1001,501,100101022,2026-09-01,100101,119,2026-09-01,22,307.39,MK,13,31,9529.09,2190.74,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101023,2026-09-02,100101,109,2026-09-02,23,399.09,MK,15,97,38711.73,8899.83,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101024,2026-09-03,100101,110,2026-09-03,24,101.26,MK,17,11,1113.86,256.08,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101025,2026-09-04,100101,117,2026-09-04,25,157.14,MK,17,42,6599.88,1517.31,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101026,2026-09-05,100101,117,2026-09-05,26,248.09,MK,28,83,20591.47,4733.98,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101027,2026-09-06,100101,103,2026-09-06,27,262,MK,11,69,18078,4156.13,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101028,2026-09-07,100101,113,2026-09-07,28,162.12,MK,20,72,11672.64,2683.54,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101029,2026-09-08,100101,101,2026-09-08,29,109.86,MK,20,100,10986,2525.68,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-12 23:05:02
1001,501,100101030,2026-09-09,100101,113,2026-09-09,30,375.13,MK,25,65,24383.45,5605.76,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102001,2026-08-11,100102,110,2026-08-11,1,241.16,MK,10,16,3858.56,887.08,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102002,2026-08-12,100102,109,2026-08-12,2,349.6,MK,14,9,3146.4,723.36,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102003,2026-08-13,100102,115,2026-08-13,3,176.39,MK,25,94,16580.66,3811.89,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102004,2026-08-14,100102,107,2026-08-14,4,351.76,MK,13,8,2814.08,646.96,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102005,2026-08-15,100102,120,2026-08-15,5,125.87,MK,10,52,6545.24,1504.75,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102006,2026-08-16,100102,107,2026-08-16,6,198.41,MK,18,82,16269.62,3740.39,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102007,2026-08-17,100102,105,2026-08-17,7,476.34,MK,29,32,15242.88,3504.34,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102008,2026-08-18,100102,107,2026-08-18,8,71.46,MK,29,77,5502.42,1265.01,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102009,2026-08-19,100102,103,2026-08-19,9,78.72,MK,16,4,314.88,72.39,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102010,2026-08-20,100102,109,2026-08-20,10,123.08,MK,20,37,4553.96,1046.96,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102011,2026-08-21,100102,104,2026-08-21,11,161.06,MK,12,16,2576.96,592.44,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102012,2026-08-22,100102,116,2026-08-22,12,55.45,MK,27,100,5545,1274.8,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102013,2026-08-23,100102,101,2026-08-23,13,367.18,MK,26,23,8445.14,1941.54,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102014,2026-08-24,100102,120,2026-08-24,14,393.81,MK,12,52,20478.12,4707.92,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102015,2026-08-25,100102,105,2026-08-25,15,113.94,MK,18,71,8089.74,1859.83,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102016,2026-08-26,100102,108,2026-08-26,16,321.39,MK,21,48,15426.72,3546.6,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102017,2026-08-27,100102,105,2026-08-27,17,302.78,MK,21,59,17864.02,4106.94,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102018,2026-08-28,100102,116,2026-08-28,18,148.82,MK,14,55,8185.1,1881.75,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102019,2026-08-29,100102,118,2026-08-29,19,209.42,MK,22,44,9214.48,2118.41,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102020,2026-08-30,100102,114,2026-08-30,20,11.67,MK,25,5,58.35,13.41,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102021,2026-08-31,100102,102,2026-08-31,21,157.06,MK,26,21,3298.26,758.27,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102022,2026-09-01,100102,112,2026-09-01,22,427.61,MK,24,84,35919.24,8257.83,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102023,2026-09-02,100102,113,2026-09-02,23,487.08,MK,24,36,17534.88,4031.27,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102024,2026-09-03,100102,106,2026-09-03,24,231.48,MK,25,9,2083.32,478.96,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102025,2026-09-04,100102,104,2026-09-04,25,348.47,MK,12,35,12196.45,2803.96,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102026,2026-09-05,100102,104,2026-09-05,26,95.99,MK,27,41,3935.59,904.79,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102027,2026-09-06,100102,109,2026-09-06,27,212.58,MK,22,32,6802.56,1563.91,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102028,2026-09-07,100102,115,2026-09-07,28,376.87,MK,17,15,5653.05,1299.64,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102029,2026-09-08,100102,109,2026-09-08,29,131.36,MK,11,1,131.36,30.2,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-12 23:05:02
1001,501,100102030,2026-09-09,100102,104,2026-09-09,30,25.28,MK,18,31,783.68,180.17,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103001,2026-08-11,100103,120,2026-08-11,1,388.94,MK,13,28,10890.32,2503.68,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103002,2026-08-12,100103,109,2026-08-12,2,322.26,MK,11,42,13534.92,3111.68,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103003,2026-08-13,100103,113,2026-08-13,3,145.34,MK,19,56,8139.04,1871.17,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103004,2026-08-14,100103,110,2026-08-14,4,438.47,MK,15,62,27185.14,6249.86,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103005,2026-08-15,100103,120,2026-08-15,5,452.84,MK,14,69,31245.96,7183.45,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103006,2026-08-16,100103,103,2026-08-16,6,125.64,MK,20,77,9674.28,2224.12,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103007,2026-08-17,100103,105,2026-08-17,7,489.48,MK,18,71,34753.08,7989.73,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103008,2026-08-18,100103,118,2026-08-18,8,298.07,MK,18,2,596.14,137.05,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103009,2026-08-19,100103,110,2026-08-19,9,290.11,MK,29,12,3481.32,800.36,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103010,2026-08-20,100103,118,2026-08-20,10,111.38,MK,10,31,3452.78,793.79,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103011,2026-08-21,100103,112,2026-08-21,11,214.34,MK,22,49,10502.66,2414.56,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103012,2026-08-22,100103,105,2026-08-22,12,269.51,MK,18,66,17787.66,4089.38,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103013,2026-08-23,100103,102,2026-08-23,13,50.87,MK,18,87,4425.69,1017.47,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103014,2026-08-24,100103,110,2026-08-24,14,414.98,MK,12,17,7054.66,1621.87,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103015,2026-08-25,100103,103,2026-08-25,15,276.95,MK,20,86,23817.7,5475.69,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103016,2026-08-26,100103,102,2026-08-26,16,244.15,MK,10,49,11963.35,2750.37,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103017,2026-08-27,100103,108,2026-08-27,17,250.32,MK,15,64,16020.48,3683.11,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103018,2026-08-28,100103,103,2026-08-28,18,47.68,MK,12,46,2193.28,504.24,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103019,2026-08-29,100103,108,2026-08-29,19,224.29,MK,22,28,6280.12,1443.8,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103020,2026-08-30,100103,114,2026-08-30,20,492.87,MK,19,28,13800.36,3172.7,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103021,2026-08-31,100103,106,2026-08-31,21,17.11,MK,19,5,85.55,19.67,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103022,2026-09-01,100103,120,2026-09-01,22,443.59,MK,23,54,23953.86,5506.99,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103023,2026-09-02,100103,105,2026-09-02,23,485.38,MK,10,12,5824.56,1339.07,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103024,2026-09-03,100103,113,2026-09-03,24,339.67,MK,11,61,20719.87,4763.5,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103025,2026-09-04,100103,113,2026-09-04,25,254.21,MK,29,36,9151.56,2103.94,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103026,2026-09-05,100103,112,2026-09-05,26,469.69,MK,13,96,45090.24,10366.25,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103027,2026-09-06,100103,108,2026-09-06,27,418.73,MK,28,34,14236.82,3273.04,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103028,2026-09-07,100103,120,2026-09-07,28,425.69,MK,29,53,22561.57,5186.9,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103029,2026-09-08,100103,115,2026-09-08,29,204.69,MK,15,43,8801.67,2023.5,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-12 23:05:02
1001,501,100103030,2026-09-09,100103,112,2026-09-09,30,473.17,MK,24,78,36907.26,8484.98,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104001,2026-08-11,100104,110,2026-08-11,1,26.04,MK,22,3,78.12,17.96,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104002,2026-08-12,100104,116,2026-08-12,2,375.85,MK,14,86,32323.1,7431.08,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104003,2026-08-13,100104,116,2026-08-13,3,41.62,MK,19,46,1914.52,440.15,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104004,2026-08-14,100104,118,2026-08-14,4,88.37,MK,23,65,5744.05,1320.56,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104005,2026-08-15,100104,102,2026-08-15,5,391.95,MK,20,6,2351.7,540.66,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104006,2026-08-16,100104,120,2026-08-16,6,113.7,MK,29,33,3752.1,862.61,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104007,2026-08-17,100104,109,2026-08-17,7,447.41,MK,26,11,4921.51,1131.46,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104008,2026-08-18,100104,109,2026-08-18,8,174.24,MK,21,18,3136.32,721.04,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104009,2026-08-19,100104,118,2026-08-19,9,362.84,MK,11,76,27575.84,6339.69,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104010,2026-08-20,100104,108,2026-08-20,10,140.95,MK,20,74,10430.3,2397.93,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104011,2026-08-21,100104,110,2026-08-21,11,477.36,MK,13,90,42962.4,9877.06,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104012,2026-08-22,100104,120,2026-08-22,12,436.79,MK,23,65,28391.35,6527.17,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104013,2026-08-23,100104,102,2026-08-23,13,340.98,MK,23,85,28983.3,6663.26,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104014,2026-08-24,100104,115,2026-08-24,14,496.79,MK,23,21,10432.59,2398.45,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104015,2026-08-25,100104,103,2026-08-25,15,498.96,MK,13,94,46902.24,10782.82,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104016,2026-08-26,100104,103,2026-08-26,16,245.78,MK,21,9,2212.02,508.54,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104017,2026-08-27,100104,107,2026-08-27,17,188.48,MK,22,46,8670.08,1993.25,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104018,2026-08-28,100104,120,2026-08-28,18,94.66,MK,10,54,5111.64,1175.17,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104019,2026-08-29,100104,101,2026-08-29,19,130.92,MK,27,18,2356.56,541.77,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104020,2026-08-30,100104,120,2026-08-30,20,238.52,MK,16,12,2862.24,658.03,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104021,2026-08-31,100104,117,2026-08-31,21,114.56,MK,28,59,6759.04,1553.9,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104022,2026-09-01,100104,109,2026-09-01,22,122.86,MK,24,68,8354.48,1920.69,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104023,2026-09-02,100104,108,2026-09-02,23,50.85,MK,22,40,2034,467.62,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104024,2026-09-03,100104,112,2026-09-03,24,39.41,MK,29,67,2640.47,607.04,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104025,2026-09-04,100104,108,2026-09-04,25,91.32,MK,27,38,3470.16,797.79,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104026,2026-09-05,100104,117,2026-09-05,26,294.17,MK,15,57,16767.69,3854.89,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104027,2026-09-06,100104,115,2026-09-06,27,194.35,MK,21,91,17685.85,4065.98,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104028,2026-09-07,100104,105,2026-09-07,28,357.07,MK,15,29,10355.03,2380.62,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104029,2026-09-08,100104,110,2026-09-08,29,310.31,MK,11,79,24514.49,5635.88,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-12 23:05:02
1001,501,100104030,2026-09-09,100104,117,2026-09-09,30,92.39,MK,28,92,8499.88,1954.12,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105001,2026-08-11,100105,109,2026-08-11,1,487.15,MK,19,20,9743,2239.92,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105002,2026-08-12,100105,105,2026-08-12,2,281.05,MK,15,67,18830.35,4329.1,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105003,2026-08-13,100105,114,2026-08-13,3,427.26,MK,12,41,17517.66,4027.31,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105004,2026-08-14,100105,102,2026-08-14,4,97.95,MK,12,19,1861.05,427.86,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105005,2026-08-15,100105,109,2026-08-15,5,252.36,MK,11,67,16908.12,3887.18,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105006,2026-08-16,100105,113,2026-08-16,6,304.24,MK,26,37,11256.88,2587.96,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105007,2026-08-17,100105,113,2026-08-17,7,263.71,MK,24,35,9229.85,2121.94,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105008,2026-08-18,100105,110,2026-08-18,8,470.09,MK,11,16,7521.44,1729.18,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105009,2026-08-19,100105,112,2026-08-19,9,119.51,MK,22,48,5736.48,1318.82,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105010,2026-08-20,100105,107,2026-08-20,10,7.68,MK,11,34,261.12,60.03,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105011,2026-08-21,100105,107,2026-08-21,11,124.08,MK,18,95,11787.6,2709.97,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105012,2026-08-22,100105,115,2026-08-22,12,48.84,MK,15,56,2735.04,628.79,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105013,2026-08-23,100105,102,2026-08-23,13,110.6,MK,14,42,4645.2,1067.93,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105014,2026-08-24,100105,117,2026-08-24,14,21.17,MK,23,79,1672.43,384.49,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105015,2026-08-25,100105,105,2026-08-25,15,479.2,MK,10,88,42169.6,9694.79,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105016,2026-08-26,100105,115,2026-08-26,16,336.11,MK,14,72,24199.92,5563.56,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105017,2026-08-27,100105,114,2026-08-27,17,318.05,MK,24,56,17810.8,4094.7,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105018,2026-08-28,100105,108,2026-08-28,18,184.85,MK,20,48,8872.8,2039.86,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105019,2026-08-29,100105,109,2026-08-29,19,196.16,MK,21,62,12161.92,2796.03,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105020,2026-08-30,100105,119,2026-08-30,20,483.84,MK,25,66,31933.44,7341.5,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105021,2026-08-31,100105,102,2026-08-31,21,369.03,MK,22,96,35426.88,8144.64,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105022,2026-09-01,100105,119,2026-09-01,22,288.75,MK,23,10,2887.5,663.84,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105023,2026-09-02,100105,103,2026-09-02,23,467.62,MK,20,47,21978.14,5052.77,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105024,2026-09-03,100105,112,2026-09-03,24,200.93,MK,17,57,11453.01,2633.05,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105025,2026-09-04,100105,117,2026-09-04,25,238.11,MK,20,49,11667.39,2682.33,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105026,2026-09-05,100105,101,2026-09-05,26,21.85,MK,26,26,568.1,130.61,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105027,2026-09-06,100105,107,2026-09-06,27,347.91,MK,25,72,25049.52,5758.88,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-12 23:05:02
1001,501,100105028,2026-09-07,100105,102,2026-09-07,28,491.4,MK,11,89,43734.6,10054.58,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-12 23:05:02
